chemical name,ACA_class,mol_weight,hydrophobicity,TPSA,complexity,volume,inh_Bac1,inh_Bac2,inh_Bac3,inh_Bac4,inh_Bac5,inh_Bac6,inh_Bac7,inh_Bac8,inh_Bac9,inh_Bac10,inh_Bac11,inh_Bac12,inh_Bac13,inh_Bac14,inh_Bac15,inh_Bac16,inh_Bac17,inh_Bac18,inh_Bac19,inh_Bac20,inh_Bac21,inh_Bac22,inh_Bac23,inh_Bac24,inh_Bac25,inh_Bac26,inh_Bac27,inh_Bac28,inh_Bac29,inh_Bac30,inh_Bac31,inh_Bac32,inh_Bac33,inh_Bac34,inh_Bac35,inh_Bac36,inh_Bac37,inh_Bac38,inh_Bac39,inh_Bac40
Aminohippuric acid,V04CH30,194.1873,-0.9,92.4,222,148.2,0.19488311,1,1,1,1,1,0.890050695,1,0.969183845,1,0.919229841,1,0.729887142,1,1,1,1,1,1,0.930042791,1,1,1,1,1,0.989889981,1,1,1,1,1,1,0.814065111,1,0.462985386,1,1,1,1,0.891758669
Aminophylline,R03DA05,180.16402,0,69.3,267,130.4,1,1,1,1,0.516804442,1,1,1,1,1,1,0.432395405,1,0.962650116,1,1,1,1,1,0.688156048,1,1,1,1,1,1,1,1,1,1,1,0.985199381,1,1,0.799695735,1,0.910904992,1,1,1
"Aminopurine, 6-benzyl",-,225.24924,2.1,66.5,241,172.5,0.94361374,0.24171246,0.4584398,0.946037414,0.724636302,0.585608985,1,1,0.632176503,0.728224404,0.973710197,0.86264486,0.89112033,0.889123472,0.378056306,0.656285671,1,1,0.946705851,0.405997202,1,1,0.385272405,0.568897423,0.999098223,0.47229417,0.938469511,0.87982398,1,1,0.845797433,0.566698471,0.496161608,0.800936677,1,1,0.101922401,0.83833283,1,0.527498517
Amiodarone hydrochloride,C01BD01,646.31954,7.6,43.9,547,379.6,1,0.370578248,0.347679182,0.044271163,1,0.322298428,0.716647967,0.00289599,1,0.151360446,0.000413539,0.067840342,1.58E-05,0.258198163,0.189257702,0.094794303,0.929911271,1,0.001134983,7.04E-05,0.046865928,0.871325253,1,0.995965761,0.000147452,0.00126153,1,0.077836707,1,0.012992973,0.013372996,0.008678266,0.000130393,0.0002565,0.071678987,0.028949208,0.117157661,0.326113621,0.880034169,1
Amiprilose hydrochloride,-,305.36728,-0.6,80.6,337,231.8,0.681812787,0.623033611,1,1,0.187927757,0.868820742,1,0.972661106,0.245621601,0.431908864,0.224514376,0.778271129,0.022595588,0.623512896,0.358264548,0.420121253,0.830834227,1,0.004929581,1,0.037911821,0.118130326,0.737555157,0.688527215,0.066861918,1,0.953699521,1,0.23851632,0.348113112,0.083020452,1,0.156937577,1,0.710399251,0.830402836,0.415587483,0.669156991,0.960890257,0.137838895
Amisulpride,N05AL05,369.47898,1.5,110,549,280.5,0.988202458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.964482497,0.782647304,1,1,1,1,1,1,1,1,1,1,1,1,1,0.786361197,1,0.952465781,1,1,0.827948984,1,1,1
Amitryptiline hydrochloride,N06AA09,277.40332,5,3.2,331,234.8,0.731340624,1,0.398830624,0.918799579,1,1,0.838866319,0.602322506,1,1,1,0.795235594,1,0.969314672,1,1,0.892217361,0.601779825,1,1,1,0.949946543,0.973482469,1,0.118416124,0.182075167,1,0.780143594,1,0.257932966,0.685315464,0.812330857,1,0.847162168,1,1,1,1,1,0.81814032
Amlodipine,C08CA01,408.8759,3,99.9,647,309.6,1,1,0.780033512,0.783349438,0.837626692,1,0.63709745,0.578884092,1,1,0.895257357,0.852927449,1,0.827948984,0.008944477,1,1,1,1,0.144937169,0.995965761,1,0.806435807,0.635710742,0.011467381,0.188045731,1,1,0.985133977,0.832820358,1,0.173884441,0.00126153,1,0.260863227,1,1,1,1,0.925241276
Amodiaquin dihydrochloride dihydrate,P01BA06,355.86118,2.6,48.4,406,276.4,0.353162688,0.46143594,0.592743978,0.156841856,1,0.256018905,0.003290192,0.021253567,1,0.483561111,1,1,0.022014344,0.731071209,0.931394324,0.712982402,0.382724701,0.821547843,0.818112093,0.6995399,0.823567409,0.327866206,0.345679504,0.228130706,1,0.540268791,0.071825031,0.507036064,1,8.09E-05,2.40E-05,0.889878639,0.98667376,1,1,0.230712408,0.392344559,0.545149042,0.8297361,1
Amoxapine,N06AA17,313.78144,2.6,36.9,424,233.7,0.173443183,1,0.961171264,0.608273314,0.606029461,0.999098223,0.082041919,3.46E-05,1,1,0.657751361,0.978847398,0.658316242,1,0.864946472,1,0.7418645,0.896964201,1,1,0.864934723,0.29261819,1,1,0.09244634,0.048032513,1,1,0.086155279,0.049167962,0.008486101,0.5017912,1,1,1,1,0.887240696,0.990406272,1,0.7690351
Amoxicillin,J01CA04,365.40416,-2,158,590,269,0.0002712,9.41E-06,0.504321492,0.00457977,0.00921525,0.517647314,0.005211253,4.84E-06,0.196761819,5.04E-06,5.04E-06,0.524844749,9.60E-07,0.004980222,5.86E-06,5.51E-07,5.04E-06,5.51E-07,2.74E-07,5.04E-06,5.04E-06,1.10E-05,1.58E-05,1.05E-06,1.07E-05,0.000387318,0.122669798,7.83E-07,5.04E-06,8.54E-06,4.93E-07,0.000102179,3.72E-05,0.000253591,1.99E-05,5.04E-06,6.63E-07,1.67E-06,6.54E-07,5.04E-06
Amphotericin B,J02AA01 A01AB04 A07AA07 G01AA03,924.07902,0,320,1670,,1,1,1,1,1,1,1,0.864946472,1,1,1,1,1,1,1,1,1,1,1,1,0.92659574,1,0.853778391,0.570532756,1,1,1,0.279452151,1,1,1,1,1,1,1,1,1,0.594381978,1,1
Ampicillin trihydrate,J01CA01 S01AA19,348.39682,-0.5,141,556,260,1.80E-05,1.40E-05,0.352389703,0.002477444,0.004276717,0.976863544,3.10E-05,1.97E-06,0.173857463,5.04E-06,5.04E-06,1,7.50E-07,0.094612195,1.46E-05,5.51E-07,9.36E-06,4.14E-07,2.73E-07,8.88E-06,0.00023782,5.30E-06,8.27E-06,5.51E-07,7.44E-06,0.000361878,2.47E-05,9.12E-07,5.04E-06,5.28E-06,4.93E-07,3.54E-05,3.74E-05,0.000138933,9.10E-06,6.75E-05,6.57E-07,5.51E-07,5.72E-07,5.04E-06
Amprolium hydrochloride,QP51AX09,243.32746,2.1,55.7,246,193.4,1,1,0.806435807,0.846053668,1,1,1,1,0.583970341,1,1,1,1,1,1,1,1,0.991409898,1,0.694069761,1,1,0.031883808,0.85152244,1,1,1,0.707183681,1,1,1,1,1,0.953892602,0.202662928,1,1,1,1,1
Ampyrone,-,203.24042,0.1,49.6,305,161.3,1,1,1,1,1,1,1,1,0.79678334,1,0.924654456,1,1,1,1,1,1,0.736586997,1,1,0.501174747,1,1,1,0.950164501,1,1,1,1,1,1,1,1,1,1,1,0.845193003,1,1,1
Amrinone,C01CE01,187.19796,-0.2,68,301,144.2,1,1,0.864278183,0.706349004,1,1,0.384222923,0.710861956,1,1,1,0.331181725,1,1,1,1,1,1,1,1,1,1,0.340535935,0.524018548,0.695833914,1,0.336132732,0.937497148,1,1,0.185415861,0.856189111,1,1,1,0.814434074,1,0.105144841,0.988575389,1
Amyleine hydrochloride,N01BC,235.32204,3,29.5,247,193.7,0.695559763,1,0.662503664,0.854684712,1,0.826891758,0.979277377,0.7175911,0.980901667,0.943031043,0.990406272,1,1,0.205200104,1,0.636512333,1,1,0.946089749,0.922271753,0.549384393,0.555662844,1,0.768200659,1,0.737708754,0.523459975,1,0.836152379,1,1,0.567261377,0.17889013,0.818584247,1,1,0.906645039,0.628897455,0.857095532,0.871019169
Anastrozole,L02BG03,293.36626,2.1,78.3,456,238.5,1,1,0.801332937,1,1,1,0.816611138,0.731097172,1,1,1,0.373471838,1,0.758275917,1,1,1,1,1,0.012655803,1,1,0.194155034,0.811988367,1,0.127606923,1,0.390318313,1,1,1,1,1,1,1,0.919153241,1,1,1,1
Androsterone,A14AA,290.4403,3.7,37.3,459,,1,1,0.897147771,0.943609982,1,1,1,1,1,1,1,1,1,1,1,1,1,0.852357282,1,1,0.536301984,1,1,1,1,1,1,1,1,0.481774661,1,1,1,1,0.246401819,1,0.775878555,1,1,1
Anethole-trithione,A16AX02,240.36492,2.8,91.9,254,176.4,0.847459969,1,1,0.672110334,1,1,0.892217361,1,1,1,1,0.390639169,2.26E-06,0.321906407,1,0.227799567,1,1,0.923447752,0.003428591,1.39E-05,0.970445462,1,1,0.894442164,0.013043504,0.090599787,1,1,1,1,0.830155027,0.75897771,0.000981846,2.26E-05,0.054094876,1.20E-05,1,1,1
Aniracetam,N06BX11,219.23652,1.6,46.6,282,171.8,1,1,0.594747165,0.455997639,1,1,0.547599531,0.614344947,1,1,1,0.956621917,1,1,1,1,0.708170463,0.863131468,1,1,1,1,1,0.97954339,1,1,0.680838428,1,1,1,0.976710485,1,1,1,1,0.664975273,0.124115323,0.502448161,1,1
Antazoline hydrochloride,R01AC04 R06AX05,265.35286,2.6,27.6,314,215.9,1,0.922163427,0.733427262,1,0.852243672,1,1,0.78668042,0.888117481,0.987510715,0.947417925,0.854684712,0.703267887,0.854411913,1,0.895103927,1,1,1,0.386205247,1,1,0.78078809,0.264148095,1,0.675706275,0.838700475,1,1,1,1,1,1,1,0.938098316,1,0.934386052,0.910584376,1,1
Anthralin,D05AC01,226.2274,3.2,57.5,287,172,0.944176677,1,0.05074218,0.002112696,1,0.566557761,0.2379078,0.005675801,1,1,1,1,6.04E-06,0.006857437,0.009586015,0.000893552,0.120918957,0.506914933,0.152421265,0.000493545,1,0.000150815,1,1,0.060140962,0.241450822,1,0.482985211,0.00017265,0.878830828,3.01E-06,0.052696207,1,1,0.354360879,0.050213115,1,1,1,5.04E-06
Antimycin A,QJ01XX,548.6252,5.3,157,849,421.6,1,1,1,0.971398651,1,0.971957134,0.780514227,1,1,1,0.895056363,1,1,1,0.695398956,0.419613659,0.442920766,0.521011637,0.796061553,1,1,1,0.991074794,0.770749636,1,0.0568605,1,0.102008086,1,0.682094825,0.835950345,1,1,1,1,0.946705851,0.452322762,0.224093663,0.501174747,1
Antipyrine,N02BB01 S02DA03,188.22578,0.4,23.6,267,152.1,1,0.690160181,0.921953159,1,1,1,0.895186797,0.787624419,0.83888916,0.857095532,0.855262191,1,0.856189111,0.801151084,0.878378725,0.933515149,1,1,0.938355336,0.627760551,0.91282922,1,0.620491256,0.814073217,1,0.865282844,0.707183681,0.889038326,1,0.99476107,0.749628623,0.973088393,0.959514653,0.884754,1,0.864946472,0.812628847,0.205548651,0.946089749,0.97975182
"Antipyrine, 4-hydroxy",-,204.22518,0.5,43.8,306,159,0.953892602,1,1,1,1,1,1,0.795653854,0.980137443,1,1,1,1,1,0.742440056,0.905060355,1,1,0.697887304,1,0.908279438,1,1,1,1,0.984264698,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apramycin,QJ01GB90 QJ51GB90 QA07AA92,539.57714,-7,284,760,376.2,0.347229835,0.674674951,1,1,0.345266203,1,1,1,0.104085695,0.530926369,0.233429172,1,0.138969274,0.500936515,0.063052694,0.6250528,0.31103074,0.153679418,4.84E-05,0.035538537,0.081809726,0.016641616,0.737741194,0.574139265,0.016002908,0.005453684,1,0.974245715,0.658683761,1,0.886670922,1,0.111685463,0.000841542,0.000238177,0.244337535,4.57E-06,0.008830102,0.00394427,0.136558934
Aprepitant,A04AD12,534.426662,4.2,75.2,810,369.4,0.517878345,0.003977197,0.000241869,0.000276431,0.143944334,0.463551872,0.023915645,5.61E-06,0.04563189,0.319278535,0.008270317,0.5105058,0.001204364,0.166896429,0.108834225,0.262938362,0.882972527,0.974245715,0.096899497,0.017591876,0.040480763,1,0.799125322,0.749228203,1,0.558158197,1,0.658683761,0.018199373,0.001985399,0.251254927,0.015888729,0.001005864,0.000454054,0.209628357,0.236115676,0.129571552,0.776159834,1,0.008757071
Arbutin,-,272.25124,-0.7,120,279,194.9,1,1,1,1,1,1,1,1,1,1,0.619709442,1,1,1,1,1,0.747369913,1,1,1,1,1,0.746251199,0.864121025,1,1,0.742355865,0.650243931,1,1,1,1,1,1,1,0.706349004,1,0.50305541,1,1
Argatroban,B01AE03,508.63414,1.3,189,887,380.7,1,1,1,1,1,1,1,1,1,1,1,0.592619653,1,1,1,0.986823671,1,1,1,0.468681663,1,1,1,1,0.989458401,1,0.971638613,1,1,1,1,1,1,1,0.912302665,0.924473383,1,0.995683936,1,1
Aripiprazole,N05AX12,448.38538,4.6,44.8,559,337.2,0.923758461,1,0.146597736,0.388640409,1,0.93439945,0.913052725,0.611637295,1,1,1,1,1,0.002537439,0.79862387,1,1,0.997168303,1,0.051635046,0.138800571,1,1,1,1,0.071965881,1,0.912639561,0.182377337,0.00018774,0.137071358,0.008493167,1,0.021367547,1,0.965779074,1,1,1,1
Artemisinin,P01BE01,282.33218,2.8,54,452,,1,1,0.015481349,0.055246052,0.970001549,1,0.000890931,0.050068817,0.980048535,1,1,1,1,1,0.415041253,0.379741262,1,0.969932334,0.777112069,0.829623214,1,0.98046508,0.367199947,0.608693445,0.854684712,1,1,1,1,1,0.290054388,0.799183128,1,0.815044684,0.354231704,0.861195974,1,1,1,0.72414166
Articaine hydrochloride,N01BB08,284.3745,2.8,95.7,325,219.8,1,1,1,1,1,1,0.989245112,1,1,1,1,0.348919851,1,1,1,1,0.698645777,1,1,1,1,1,1,1,0.829472749,1,0.68838691,0.791242286,1,0.860462126,1,1,1,0.864946472,1,0.979263371,1,1,0.268493285,1
Ascorbic acid,A11GA01 B03AA10 S01XA15 G01AD03,214.18624,,113,232,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.964579533,1,1,1,1,1,1,1,0.967122294,1,1,0.227076034,0.161396509,1,1,1,1,1,1,0.986454276,1,1,1,0.769450486,1
Asenapine maleate,N05AH05,285.76804,3.8,12.5,363,217.5,0.003502773,0.170478494,0.788849423,0.510192067,0.209298627,0.563218937,0.686258375,0.040314031,0.932688398,0.063529151,0.031540231,0.697823238,0.022286366,0.699032063,0.07338834,0.821187055,0.652324908,0.394800781,0.006518934,0.642004724,0.205201314,0.062808266,0.171145043,0.125239126,0.156580624,0.003655819,0.980137443,0.956639867,0.118368153,0.38162683,0.514924647,0.365794247,1,1,0.485270654,0.823746453,0.623211921,0.557527749,0.436492814,0.047423044
Astemizole,R06AX11,458.570343,6,42.3,599,367.3,0.000539056,1,0.564683872,0.503883075,1,0.648867807,0.214199299,0.322702583,1,1,0.993382947,1,6.39E-05,0.979776587,1,0.010150305,0.896285049,0.148156081,0.608273314,0.005017795,0.0003577,0.127331322,1,1,0.002062169,0.000965664,1,0.857843833,0.877704285,0.107158456,0.635484747,0.007611659,0.010167964,0.000930375,1,0.000919651,0.000536906,0.91282922,1,1
Atorvastatin,C10AA05,558.639803,5,112,822,442.6,1,0.619877838,0.877064027,0.93175826,1,0.880433752,0.919498217,0.829172146,1,1,1,0.309211675,1,1,1,0.881651499,0.976863544,1,1,1,1,1,0.758950227,0.646456797,1,1,0.300649674,0.39476467,0.134256263,1,0.969419283,0.313569415,1,1,1,0.033895596,1,0.734185019,0.58050296,1
Atovaquone,P01AX06,366.83746,5.2,54.4,595,280.8,0.830253319,0,1,1,0,0,1,1,0.853057024,0,0.887597188,0,0.005811135,0,0,0.50551599,0.752933742,0.305471146,0.209742571,0,0,0.530920507,1,0.843833009,0.021711063,0,1,1,0,1,1,0,0.126180488,0,0,0,0.002191168,1,1,0.699946204
Atractyloside potassium salt,-,724.79076,1,272,1440,,1,0.952585774,0.971405061,0.932408838,0.88742592,1,0.81271002,1,0.866146709,1,0.774150871,1,1,0.888212215,1,0.959156492,1,1,1,0.76622446,1,0.646922854,0.695935841,1,0.836920087,0.996692144,1,1,1,1,1,1,0.805848204,1,0.305640163,1,0.874846381,1,1,0.900511561
Atracurium besylate,M03AC11,929.14498,7.9,126,1390,,1,1,1,0.908480944,0.919230663,1,1,1,1,1,1,1,0.846434754,1,0.825917828,1,1,1,1,0.977305602,1,0.933960085,0.315010277,0.880485681,0.692101368,1,1,0.529977294,1,1,1,0.598986271,1,1,0.55512155,1,1,1,1,1
Atropine sulfate monohydrate,A03BA01 A03BA03 S01FA01 V03AB14,289.36942,1.8,49.8,353,228.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.867263875,1,1,1,1,1,1,0.756019919,1,1,1,1,0.684639853,1,1,0.854684712,1,1,1,0.708544765,1
Auranofin,M01CB03,997.639282,,115,676,,0.035008212,1.37E-05,6.04E-06,6.13E-06,5.04E-06,9.41E-06,6.55E-07,2.10E-06,0.008452406,5.04E-06,0.177584548,5.04E-06,7.48E-07,5.04E-06,5.39E-06,1.33E-06,4.91E-06,3.17E-07,2.73E-07,5.04E-06,5.04E-06,7.48E-06,1,1,8.41E-06,0.000163771,5.04E-06,6.16E-05,5.04E-06,7.48E-07,4.93E-07,5.24E-05,1.57E-05,0.000243363,0.00017265,5.04E-06,7.77E-07,6.14E-07,8.98E-06,5.04E-06
Avermectin B1a,P02CF,873.07688,3.8,170,1730,,1,1,0.558013348,0.920036494,1,1,0.973088393,0.878830828,1,1,0.009131895,0.987932977,0.00063536,0.990197479,0.009795205,0.000468584,1,0.844967011,1,0.006347589,0.699728563,1,0.314031127,0.764987563,0.001196707,0.000569178,1,0.001227586,1,0.053037551,0.02642169,0.154997084,0.624677145,0.000364452,0.703389025,0.043022638,1.01E-05,0.126908235,0.007766915,1
Azacyclonol,N01AX,267.36544,2.9,32.3,268,216.4,0.853014082,1,1,1,1,1,1,1,1,0.915834055,0.369601283,1,0.948739443,1,0.945218673,1,0.575885238,0.783221432,1,0.80243262,1,0.732945011,1,1,0.620223473,1,1,0.831415532,1,0.862889185,1,1,1,1,0.460741647,1,1,0.931944836,0.821838873,1
Azacytidine-5,L01BC07,244.20468,-2.2,141,384,168.2,1,1,0.795235594,0.80015362,1,1,0.999569592,0.998005434,1,1,1,0.746338543,1,1,1,3.19E-06,0.525201599,0.991409898,1,1,1,1,0.180389045,0.384273612,1,1,0.778271129,1,0.657339706,1,1,0.04245906,1,0.51393838,1,0.713444793,1,0.870284135,0.988010161,1
Azaguanine-8,L01BB,152.11416,-0.9,104,313,100.9,1,0.005590073,2.94E-05,0.122019086,4.49E-05,6.76E-05,0.030828206,0.000761829,0.985653339,1,0.941983165,1,8.84E-05,0.000516951,0.004646898,0.074891012,1,1.66E-06,0.990547435,5.04E-06,0.00112447,0.940966504,0.579196575,1,0.469519396,0.000195813,1.41E-05,0.242623501,1,1,0.795235594,0.023409267,0.361129533,0.097298589,0.043022638,0.280310839,0.665437563,1,0.97977037,1
Azaperone,QN01AX91 QN05AD90,327.395883,3.3,36.4,390,261,0.827948984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.91253722,1,1,1,1,1,0.461125322,0.262015954,0.609116772,1,1,1,0.931944836,0.603667739,1,1,1,1,1
Azapropazone,M01AX04,300.3556,4,56.2,516,232.9,0.788560811,0.82423494,1,1,0.886035908,0.890951056,1,1,0.522914018,0.922663513,0.749742625,1,0.62397435,0.898503125,0.125248254,0.988145129,0.3372391,1,0.586216184,1,0.94361374,0.760374085,0.920036494,1,1,1,1,1,0.818928626,1,1,1,0.630523441,0.43003595,0.680559796,1,0.15866609,1,1,0.448265699
Azathioprine,L04AX01,277.26258,0.1,143,354,193.6,0.412577925,0.174574142,1,0.917277375,0.220433089,0.516945768,0.510192067,0.927025522,0.104624598,0.714491596,0.141369455,1,9.94E-05,0.024367065,3.13E-05,0.884388951,0.943085702,0.09396175,0.00322275,0.000735586,0.628811439,0.007574365,1,1,0.888212215,0.024833981,0.152924881,0.950616106,0.36922155,1,0.462136183,0.000171237,1,0.558773914,0.638003313,0.66873072,0.266494851,1,0.985573498,0.002817096
Azelastine HCl,R01AC03 R06AX19 S01GX07,381.89846,4.4,35.9,558,296.5,8.44E-05,0.534605849,0.685452833,0.724060817,0.661650718,0.036845459,0.830834227,0.600770208,1,0.282049763,0.821091083,0.381868206,0.692993447,0.121272375,0.752807498,0.912868245,1,1,0.738141793,0.968171231,0.926190161,0.281774603,1,1,0.007897794,0.0041032,0.271884583,1,0.878897044,0.380997421,0.624452288,0.453989807,0.712577761,0.006525874,0.934441086,0.728224404,1,0.880433752,1,0.555002701
Azithromycin,J01FA10 S01AA26,748.98448,4,180,1150,,6.54E-07,1.39E-05,5.85E-06,1.69E-05,5.04E-06,9.47E-06,6.45E-07,1.97E-06,4.93E-07,5.04E-06,5.04E-06,7.55E-07,7.48E-07,5.63E-06,1,2.40E-06,5.04E-06,2.73E-07,4.93E-07,3.11E-05,5.04E-06,8.76E-06,1.00E-05,7.20E-07,5.58E-06,0.00040424,5.04E-06,5.04E-06,5.04E-06,2.74E-07,4.93E-07,0.000333615,1.69E-05,0.000342522,6.13E-06,5.04E-06,5.51E-07,6.92E-07,5.51E-07,5.76E-06
Azlocillin sodium salt,J01CA09,460.48358,0.7,176,839,338.7,0.00017265,0.192199429,0.208567182,0.319389975,0.003295689,1,6.45E-07,3.25E-06,0.032864871,5.04E-06,5.04E-06,1,7.48E-07,0.463192849,0.001584198,1.28E-06,5.04E-06,2.74E-07,2.73E-07,5.04E-06,5.04E-06,9.87E-06,0.526902086,0.285318421,7.44E-06,0.00016811,0.014821552,2.02E-06,5.04E-06,2.73E-07,8.76E-07,3.69E-05,1.68E-05,0.000216779,1.95E-05,5.04E-06,5.51E-07,5.51E-07,5.51E-07,5.04E-06
Aztreonam,J01DF01,435.43278,0.3,238,808,300,0.302519408,0.873520404,1,0.193207876,0.08171171,0.93439945,1,0.463277609,0.19156454,0.207036659,0.328122444,1,0.540854238,0.489885403,0.078047631,0.272017177,0.537618576,0.910904992,0.120145518,0.642316339,5.04E-06,1,9.99E-06,3.72E-05,0.432362032,0.196663251,0.00017265,0.697819847,3.19E-05,1,0.822354372,0.000688403,0.021094444,0.328060055,0.692993447,0.955066336,1,0.959514653,1,5.04E-06
Bacampicillin hydrochloride,J01CA06,465.51998,2.7,163,756,349.3,0.015039402,0.878620587,0.731283087,1,0.89349593,1,0.044616385,2.04E-06,0.431313604,5.04E-06,5.04E-06,1,1.14E-05,0.801731487,0.016896466,5.51E-07,6.62E-06,7.58E-07,3.20E-07,8.73E-06,5.38E-06,8.73E-05,0.353351091,0.060441559,1.12E-05,0.000991355,0.020467577,0.005573957,8.65E-06,0.07100069,5.51E-07,4.67E-05,5.48E-05,0.000563638,1.63E-05,5.04E-06,9.16E-05,5.51E-07,5.51E-07,6.86E-06
Bacitracin,D06AX05 J01XX10 R02AB04,1422.69332,-4.1,556,2850,,0.999098223,0.003138697,0.033760894,0.003217095,0.000945301,0.03546059,0.001295533,5.04E-06,0.000135542,5.04E-06,5.04E-06,0.381457916,7.48E-07,5.04E-06,0.000254074,5.51E-07,0.014949143,4.80E-07,3.20E-07,5.04E-06,5.04E-06,0.000281578,0.829935185,0.92566174,1.48E-05,0.00017063,1,5.54E-06,0.180876919,1.35E-06,4.93E-07,7.35E-05,1.66E-05,0.000185438,5.04E-06,5.04E-06,2.01E-06,5.51E-07,5.51E-07,0.641957246
"Baclofen (R,S)",M03BX01,213.66078,-1,63.3,191,160.8,1,1,1,1,1,1,1,1,1,1,1,0.97930219,1,1,1,1,1,1,1,0.939737632,1,1,1,1,0.861264323,1,1,0.991409898,1,1,1,1,1,1,0.715031927,1,1,1,0.359971327,1
Balsalazide Sodium,A07EC04,357.3175,1.2,145,687,266.8,1,1,1,0.910584376,1,1,1,1,0.943085702,1,1,0.408314008,1,1,1,1,1,1,1,1,1,1,1,0.697061308,1,0.600107269,0.205807054,0.817375088,1,1,1,1,1,1,1,0.94395647,1,1,1,1
Bambuterol hydrochloride,R03CC12,367.43996,1.2,91.3,446,287.6,1,0.343734249,1,1,1,1,1,1,0.995053245,0.970965375,1,1,1,1,1,1,1,1,1,1,0.958928158,0.874515028,1,1,1,1,1,0.883873879,1,1,1,1,0.715843317,0.969932334,1,1,0.98140115,1,1,1
Beclomethasone dipropionate,A07EA07 D07AC15 R01AD01 R03BA01,521.04218,3,107,1050,,0.446327591,0.226418002,0.765526931,0.673404131,0.510851205,0.326815276,0.882972527,0.18198085,0.376864588,0.9562563,0.793893038,0.781977781,0.067790439,0.943810395,0.056761417,0.309567084,0.729484968,0.978972545,0.068365583,1,0.447995485,0.879449238,0.853057024,0.624939478,1,0.278447715,1,0.817252468,0.337493975,0.078938777,0.145151039,0.392911146,0.195157734,0.139897501,0.503709057,0.811988367,0.280008555,0.28267417,0.995965761,0.160347485
Bemegride,R07AB05,155.19432,0.7,46.2,182,123.1,1,1,1,1,1,1,1,1,1,1,1,0.921953159,1,1,1,1,1,1,1,0.763323584,1,1,1,1,0.832442846,1,1,1,1,1,1,1,1,0.855563566,0.72514305,1,1,1,1,1
Benazepril HCl,C09AA07,424.48952,1.3,95.9,619,332.7,1,1,0.932729303,0.657339706,1,1,0.640198722,0.740775618,0.871736124,0.854684712,0.98492349,0.976804039,1,1,1,0.896304426,0.766942058,0.362355436,1,1,1,1,1,0.328327238,0.927433647,0.918665809,0.244514827,1,1,0.731573405,0.664536935,1,0.963408844,1,1,0.623033611,0.867735779,0.189118743,1,1
Bendroflumethiazide,C03AA01,421.41457,1.2,135,740,281.4,0.95219874,1,0.697784525,0.433421704,1,1,0.851421803,0.735599111,0.986101839,1,0.94361374,1,1,1,0.944818967,1,0.860728017,0.675283629,1,1,0.689711477,1,0.548348068,0.564683872,1,0.716139753,0.911940611,1,0.964576326,0.804278744,0.884765409,1,0.928533167,1,1,0.505820367,1,0.668599069,0.951472887,0.946705851
Benfluorex hydrochloride,A10BX06,351.36281,4.6,38.3,408,268.7,0.007068035,0.010833201,0.434030249,0.737996764,0.559977727,0.438937771,0.246330267,0.070239477,1,0.378056306,0.136538897,0.290825125,0.044854608,0.325179462,0.199807731,0.265528683,0.124038095,0.748538673,0.017582795,0.736006954,0.028651163,0.217941956,0.581513291,0.488828041,0.026973399,0.01774566,0.883904678,0.624370867,0.111287631,0.680643521,0.867479639,0.023775987,1,0.227603524,1,0.029163432,0.185841466,1,0.634550831,0.035993574
Benfotiamine,A11DA03,466.447882,0.5,181,697,342.2,1,1,0.976288053,1,0.96752894,1,1,1,0.990066168,1,0.8817603,0.933485662,1,0.917812366,1,1,1,0.640704263,1,0.762933079,1,0.995281404,0.823058492,0.98492349,0.9701903,1,0.905565405,1,1,1,1,1,1,0.970201987,0.254316825,1,1,1,1,1
Benoxinate hydrochloride,D04AB03 S01HA02,308.41582,3.1,64.8,308,254.5,0.104240856,0.482817691,0.642155227,0.821838873,1,0.680384579,0.711589228,0.51255004,1,1,0.89957344,0.980166478,1,0.568209435,0.867252669,0.931394324,1,0.87121473,0.875766865,0.920036494,0.770969377,0.537530087,1,1,1,0.569605295,0.774732129,0.698136184,0.813722843,1,0.725891083,0.488861825,1,0.910904992,1,0.857843833,0.909399377,0.178300704,1,0.83643417
Benperidol,N05AD07,381.443263,3.7,52.6,556,298.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.928700423,1,1,1,1,1,0.445879785,1,0.923374153,1,0.855204498,0.96752894,0.711786772,1,0.878165618,0.990555627,1,1,1,0.851093047,1
Benserazide hydrochloride,-,257.2432,-1.3,148,278,186.9,0.364974779,0.250615045,0.668696895,0.20226127,0.733947458,0.956879151,0.195658656,0.436332674,0.758058849,0.473154896,0.867981723,0.796522375,0.411102508,0.983515462,0.673117574,0.734833666,0.913529295,0.183054033,0.082552024,0.804238894,0.43003595,0.574621737,0.343026822,0.417563386,0.755679637,1,0.09914959,0.675283629,0.725287558,0.968180832,0.883315531,0.99018187,0.62562557,1,1,0.989091325,0.671802289,0.708170463,0.556521642,0.227703396
